,title,genres,keywords,cast,director,images
3370,Rabbit-Proof Fence,Adventure Drama Action History,child abuse sister sister relationship prosecution australia approved school ,Everlyn Sampi Tianna Sansbury Laura Monaghan Kenneth Branagh David Gulpilil,Phillip Noyce,/iq3kXQyC6nqxK4MmSFyzFFdZkCM.jpg
3371,Who's Your Caddy?,Comedy,sport,Mick Partridge Big Boi Sherri Shepherd Lil Wayne Andy Milonakis,Don Michael Paul,/vBkK0ggvfWxylvW4Mp8StTNITae.jpg
3372,Split Second,Thriller Action Horror Science Fiction Crime,flooding futuristic police detective,Rutger Hauer Kim Cattrall Michael J. Pollard Alastair Duncan Alun Armstrong,Tony Maylam,/oCjnXawymfIn4sBog5a9nEQGxfX.jpg
3373,The Other Side of Heaven,Action Adventure Drama Family,based on novel biography,Christopher Gorham Anne Hathaway Joe Folau Miriama Smith,Mitch Davis,/eYRVyA4oBRNkrT4kAqPS7xiiZHc.jpg
3374,Veer-Zaara,Drama Romance,love of one's life pilot class society pakistan india,Shah Rukh Khan Preity Zinta Rani Mukerji Amitabh Bachchan Hema Malini,Yash Chopra,/lJhFmVcLTy2i4gRfw9XtcuGYozM.jpg
3375,Redbelt,Drama,film making film producer video surveillance sport interracial marriage,Chiwetel Ejiofor Tim Allen Alice Braga Jose Pablo Cantillo Randy Couture,David Mamet,/xmFmlYj7tmUrkI3lztP6Zxh3u9G.jpg
3376,Cyrus,Comedy Drama Romance,mumblecore,John C. Reilly Jonah Hill Marisa Tomei Catherine Keener Matt Walsh,Jay Duplass,/1XC5EcGNIW0LGPGRineTcDUGzVB.jpg
3377,A Dog Of Flanders,Drama Family,,Jack Warden Jeremy James Kissner Jesse James Jon Voight Cheryl Ladd,Kevin Brodie,/ku1NQlWcR96XogR4jUQtydl3u2J.jpg
3378,Auto Focus,Drama Crime,male nudity adultery based on novel infidelity tv show,Greg Kinnear Willem Dafoe Rita Wilson Maria Bello Ron Leibman,Paul Schrader,/37mmOc7YkwPJDFh1YJhMSVMA8LW.jpg
3379,Factory Girl,Drama,new york alcohol sex infidelity nudity,Sienna Miller Guy Pearce Hayden Christensen Mena Suvari Jimmy Fallon,George Hickenlooper,/8eoOLd148gWhboEckk2HyRLZkpG.jpg
3380,We Need to Talk About Kevin,Drama Thriller,suburb violence killing spree prison visit guinea pig,John C. Reilly Tilda Swinton Ezra Miller Siobhan Fallon Jasper Newell,Lynne Ramsay,/k7lwdrpZ92BDahx6TLdkPE65cpJ.jpg
3381,The Christmas Candle,Drama Family,angel miracle village christian candle,Hans Matheson Samantha Barks Lesley Manville Sylvester McCoy James Cosmo,John Stephenson,/kcukqZ3P7FO9YU3agXjQCcprnD4.jpg
3382,The Mighty Macs,Action Drama,sport catholic mother superior catholic school convent school,Carla Gugino Ellen Burstyn Marley Shelton David Boreanaz Jennifer Butler,Tim Chambers,/ncdWpm3KUxYG32UhpBf2bnGMZNS.jpg
3383,Losin' It,Comedy,male nudity female nudity mexico prostitute nudity,"Tom Cruise Jackie Earle Haley John Stockwell John P. Navin, Jr. Shelley Long",Curtis Hanson,/paZnWUNBeDcyYHFcX9uy1NO2ApW.jpg
3384,Mother and Child,Drama Romance,adoptive mother nymphomaniac mother daughter relationship,Naomi Watts Samuel L. Jackson Annette Bening Carla Gallo Kerry Washington,Rodrigo Garc\u00eda,/iGocch63PN75hc7RIAFCCGfDUFv.jpg
3385,March or Die,Action Adventure Drama War,gypsy middle east foreign legion wilderness archaeologist,Gene Hackman Terence Hill Catherine Deneuve Ian Holm Jack O'Halloran,Dick Richards,/3XegfvCLAvqyQcWKlRss2EwyDFX.jpg
3386,The Visitors,Fantasy Comedy Science Fiction,servant time travel clumsy fellow middle ages nobility,Jean Reno Val\u00e9rie Lemercier Christian Clavier Marie-Anne Chazel Christian Bujeau,Jean-Marie Poir\u00e9,/8OxmDGDcw41LOovOE8XQebfnpW4.jpg
3387,Somewhere,Comedy Drama,milan independent film luxury hotel man in towel\u00a0 woman director,Stephen Dorff Chris Pontius Erin Wasson Alexandra Williams Nathalie Fay,Sofia Coppola,/9wlQpXCS1bDzROJMtNLi5b2FYtq.jpg
3388,I Hope They Serve Beer in Hell,Comedy Drama,female nudity based on novel stripper flop dark comedy,Matt Czuchry Jesse Bradford Marika Dominczyk Traci Lords Geoff Stults,Bob Gosse,/wZ7njCHjE4iplwFoR2mmdvpCd3h.jpg
3389,Chairman of the Board,Comedy,inventor invention scandal,Scott 'Carrot Top' Thompson Courtney Thorne-Smith Larry Miller Jack Warden M. Emmet Walsh,Alex Zamm,/czvKQcMyzFYBJUIPcwiPx6a2yIV.jpg
3390,Hesher,Drama,loss of mother clerk grocery loss of relative loss of wife,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Audrey Wasilewski Frank Collison,Spencer Susser,/veGT9Nbg9Igpxu8Y1eqa4dieuzC.jpg
3391,Dom Hemingway,Comedy Crime Drama,growing up money crime fatherhood,Jude Law Demi\u00e1n Bichir Richard E. Grant Matthew C. Martino Emilia Clarke,Richard Shepard,/dmCycaOADnr7PjuOXAGeiNirvYl.jpg
3392,Gerry,Mystery Drama Adventure,desperation highway wilderness getting lost friendship,Casey Affleck Matt Damon,Gus Van Sant,/uwGLS9ptE1FPN8wk1SkmllqBToH.jpg
3393,The Heart of Me,Drama Romance,,Helena Bonham Carter Olivia Williams Paul Bettany Eleanor Bron Tom Ward,Thaddeus O'Sullivan,
3394,Freeheld,Romance Drama,new jersey equality lesbian relationship cancer,Julianne Moore Ellen Page Steve Carell Michael Shannon Luke Grimes,Peter Sollett,/wZIeAncAeuqa1wjzzrNKhApWoc3.jpg
3395,The Extra Man,Comedy,independent film woman director,Kevin Kline Paul Dano Katie Holmes John C. Reilly Dan Hedaya,Shari Springer Berman,
3396,Hard to Be a God,Drama Science Fiction,,Leonid Yarmolnik Yuriy Tsurilo Natalya Moteva Aleksandr Chutko Aleksandr Ilin,Aleksey German,/iNhaEPAgAinPuA4fkimowUrWniy.jpg
3397,Ca$h,Crime Thriller Comedy,independent film money,Sean Bean Chris Hemsworth Victoria Profeta Thampy Antony Mike Starr,Stephen Milburn Anderson,/dQQxwpTiC7ZGcSygs378Cjb2rKd.jpg
3398,Wah-Wah,Drama,adultery brain tumor south africa alcoholism divorce,Gabriel Byrne Emily Watson Julie Walters Nicholas Hoult Miranda Richardson,Richard E. Grant,/2cIG1sUUHF6ec2fpaGrFRct2EAX.jpg
3399,The Boondock Saints,Action Thriller Crime,arbitrary law boston twin brother russian mafia prologue,Willem Dafoe Norman Reedus Sean Patrick Flanery David Della Rocco David Ferry,Troy Duffy,/tIJKAbESEi9eywpVflJpTHukPwR.jpg
3400,Z Storm,Crime Thriller,,Louis Koo Gordon Lam Ka-Tung Dada Chan Janelle Sing Michael Wong,David Lam,/zDmGRSL8k8aVtbWTDN7LFUEiojg.jpg
3401,Twixt,Horror Thriller,sheriff vampire orphanage writer edgar allen poe,Val Kilmer Bruce Dern Ben Chaplin Elle Fanning Joanne Whalley,Francis Ford Coppola,/szDh6QkEpzAvjNGtAHFy3NIG8g.jpg
3402,The Snow Queen,Animation Fantasy,,Ivan Okhlobystin Dmitriy Nagiev Lyudmila Artemeva Anna Ardova Elizaveta Arzamasova,Vladlen Barbe,/gvCnzzk9QELPQNkR27p4W9uFFGV.jpg
3403,Alpha and Omega: The Legend of the Saw Tooth Cave,Family Animation Comedy Adventure,,Dee Dee Greene Ben Diskin Lindsay Torrance Kate Higgins Christopher Corey Smith,Richard Rich,/4VvH73fVUttYBjPAn8WDvUrq8lo.jpg
3404,Pale Rider,Romance Western,gunslinger showdown marshal blackmail mine,Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard Dysart,Clint Eastwood,/lSH1j2uChyuxKmslXRf1AGyi43p.jpg
3405,Stargate: The Ark of Truth,Adventure Science Fiction,wormhole space travel supernatural powers spaceship alien,Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau Bridges,Robert C. Cooper,/c7zQHgs0AAuKRN3yqghIkLN8QiU.jpg
3406,Dazed and Confused,Comedy Drama,1970s texas high school comedy coming of age,Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle Burke,Richard Linklater,/jBz16NsAeKjpHNznl1EHlcr704P.jpg
3407,High School Musical 2,Comedy Drama Family Music,musical music summer teenager summer job,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega,/aS7M839gMmcokvUwNM3DFqOLqzu.jpg
3408,Two Lovers and a Bear,Drama Romance,small town lovers bear north pole,Dane DeHaan Tatiana Maslany Gordon Pinsent John Ralston Joel Gagne,Kim Nguyen,/DRPH4RxU6dQqZUfATtJfCUyVJz.jpg
3409,Criminal Activities,Thriller Crime Drama,mobster money problems borrow trouble classmates,Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron Wade,Jackie Earle Haley,/xUY8pmpc8K7RlDDmN2mD39RPNpB.jpg
3410,Aimee & Jaguar,Drama History Romance,berlin jew forbidden love lesbian relationship homosexuality,Maria Schrader Juliane K\u00f6hler Johanna Wokalek Heike Makatsch Elisabeth Degen,Max F\u00e4rberb\u00f6ck,/jnjzcWnsAk3gt7KSUPwNPOwzitI.jpg
3411,The Chumscrubber,Comedy Drama,suicide father son relationship surreal independent film parallel world,Jamie Bell Camilla Belle Justin Chatwin Glenn Close Kathi Copeland,Arie Posin,/xtClEbbxKTzfbMvLEedAkucwWlj.jpg
3412,Shade,Action Thriller Crime,,Stuart Townsend Gabriel Byrne Thandie Newton Jamie Foxx Roger Guenveur Smith,Damian Nieman,/fmI5DIL4iBVTLmdwrEWrm6Qn3jP.jpg
3413,House at the End of the Street,Horror Thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard Funk,Mark Tonderai,/czaJqcaFFq6KSvlOZsDu3eJa35V.jpg
3414,Incendies,Drama War Mystery,prison middle east rape muslim militia,Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen Altman,Denis Villeneuve,/aFmoJntgDPR0Jd8XD1ZfFSmcqMg.jpg
3415,"Remember Me, My Love",Drama Comedy Romance,eroticism,Fabrizio Bentivoglio Laura Morante Monica Bellucci Silvio Muccino Nicoletta Romanoff,Gabriele Muccino,/qRpoH1NgnsskEwKM8yR7Dkxzd76.jpg
3416,Perrier’s Bounty,Action Comedy Crime Drama,suspense,Cillian Murphy Brendan Gleeson Jim Broadbent Padraic Delaney Natalie Britton,Ian Fitzgibbon,/jZERTL4jituCF3vd8EcB08x8fdc.jpg
3417,Elite Squad,Drama Action Crime,slum police brutality brazilian war on drugs rio de janeiro,Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,Jos\u00e9 Padilha,/3lb8Ey02ez5YyNLA6NsmbSz5DfQ.jpg
3418,Annabelle,Horror,prequel evil doll killer doll spin off doll,Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric Ladin,John R. Leonetti,/2gKX53lskaCYk9ycXmaDJKqWiy.jpg
3419,Bran Nue Dae,Comedy Drama Foreign Romance,musical woman director,Rocky McKenzie Geoffrey Rush Jessica Mauboy Ernie Dingo Missy Higgins,Rachel Perkins,/Aj39KnOH5YDrjPjwID2cWdSh6mN.jpg
3420,Boyz n the Hood,Crime Drama,street gang black people rap music hip-hop street war,Laurence Fishburne Cuba Gooding Jr. Ice Cube Morris Chestnut Angela Bassett,John Singleton,/6SnFa3qfCvh4aARg6y3UevKLROh.jpg
3421,La Bamba,Drama Music,musical death dying young nostalgic mexican american,Lou Diamond Phillips Danielle von Zerneck Elizabeth Pe\u00f1a Rosanna DeSoto Esai Morales,Luis Valdez,/rXozHC4w8nclIpYFQq17DuuOK7F.jpg
3422,The Four Seasons,Comedy Drama Romance,,Alan Alda Carol Burnett Len Cariou Sandy Dennis Rita Moreno,Alan Alda,/zHT9SYhezDVOXHsRftdqq7PjrTh.jpg
3423,Dressed to Kill,Horror Mystery Thriller,transvestism taxi prostitute subway shower,Michael Caine Angie Dickinson Nancy Allen Keith Gordon Dennis Franz,Brian De Palma,/brTU4TLTzdRkTp1PonTRwLusg0L.jpg
3424,The Adventures of Huck Finn,Action Adventure Drama Family,southern accent wanted man lynch mob reflection in water lesson,Elijah Wood Courtney B. Vance Robbie Coltrane Jason Robards Ron Perlman,Stephen Sommers,/19RoH2VH3IjgUFYc2oUZFJxLQ97.jpg
3425,Go,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high,Sarah Polley Katie Holmes Jay Mohr Timothy Olyphant William Fichtner,Doug Liman,/jllyc0pY7xFYLyjuCEP6pO7hm8t.jpg
3426,Friends with Money,Comedy Drama Romance,midlife crisis marriage money divorce fashion,Catherine Keener Jason Isaacs Timm Sharp Jennifer Aniston Joan Cusack,Nicole Holofcener,/57e77BBR7ycucKwsZCVyqArU1BL.jpg
3427,The Andromeda Strain,Science Fiction Thriller,nasa new mexico biological weapon epilepsy secret lab,Arthur Hill David Wayne James Olson Kate Reid Paula Kelly,Robert Wise,/dIpTDBXRHmznQ8yZufOo5rucGT9.jpg
3428,Bats,Horror Thriller,mutation bat attack closed mine bat attack,Lou Diamond Phillips Dina Meyer Bob Gunton Leon Robinson Carlos Jacott,Louis Morneau,/hchZiGTq5fUBYzqhsIGvarLsVCf.jpg
3429,Nowhere in Africa,Drama,loss of family emigration world war ii jew national socialism,Juliane K\u00f6hler Merab Ninidze Sidede Onyulo Matthias Habich Lea Kurka,Caroline Link,/7WcWTWOmCNLFnazUmIY64eSvMMz.jpg
3430,Shame,Drama,pornography brother sister relationship sex addiction new york city thirty something,Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,Steve McQueen,/qBwWtE0T5jwXeWLDeg5d0cEpL5H.jpg
3431,Layer Cake,Drama Thriller Crime,kidnapping ecstasy drug traffic drug mule hitman,Daniel Craig Tom Hardy Colm Meaney George Harris Sally Hawkins,Matthew Vaughn,/a8230eNW59hSOkj5XrRpzMMh0WT.jpg
3432,The Work and the Glory II: American Zion,Drama,,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Brighton Hertford,Sterling Van Wagenen,/gtoJPX4gK7xC2mf1MAf6AcdncgN.jpg
3433,The East,Drama Thriller,secret organization murder environmentalism vanity film eco-terrorists,Brit Marling Alexander Skarsg\u00e5rd Ellen Page Toby Kebbell Shiloh Fernandez,Zal Batmanglij,/nn5ODHie1LPHJ2uWBodDVqRn2fL.jpg
3434,A Home at the End of the World,Romance Drama,gay aids based on novel art house tantrum,Colin Farrell Dallas Roberts Robin Wright Sissy Spacek Ryan Donowho,Michael Mayer,/qTpL1GZVXClosHDpEmlrZnyBNrG.jpg
3435,Aberdeen,Drama Comedy Foreign,alcohol cocaine daughter road trip independent film,Stellan Skarsg\u00e5rd Lena Headey Ian Hart Charlotte Rampling Louise Goodall,Hans Petter Moland,/hhBy27axJFdwGxZLx64CoqHwkJQ.jpg
3436,The Messenger,Drama History,independent film wounded soldier iraq war,Ben Foster Woody Harrelson Jena Malone Eamonn Walker Samantha Morton,Oren Moverman,/1AoLBTknFVs7n9ieTLAqZe1LwWg.jpg
3437,Tracker,Action Drama Thriller Adventure,,Ray Winstone Temuera Morrison Andy Anderson Gareth Reeves Mark Mitchinson,Ian Sharp,/iSWuB22m6mItthwRdC44rO3Zqw3.jpg
3438,Control,Drama,manchester city medicine new love epilepsy wife,Sam Riley Samantha Morton Alexandra Maria Lara Joe Anderson James Anthony Pearson,Anton Corbijn,/AhXLn61RxOgxjkyAzjqILJRIfpX.jpg
3439,The Terminator,Action Thriller Science Fiction,saving the world artificial intelligence rebel cyborg shotgun,Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance Henriksen,James Cameron,/lXCYLnSTYV2scEgc7KDDdcrqwps.jpg
3440,"Good bye, Lenin!",Comedy Drama Romance,bureaucracy berlin wall police state coma loss of mother,Daniel Br\u00fchl Katrin Sass Chulpan Khamatova Maria Simon Florian Lukas,Wolfgang Becker,/oJeJTGIXgHIvg83AofuRV3KBf0y.jpg
3441,The Damned United,Drama,england leeds united sport brighton soccer,Michael Sheen Timothy Spall Colm Meaney Jim Broadbent Maurice Roeves,Tom Hooper,/cw8z9H963CtcqchtEEzqs3Ls1wC.jpg
3442,The Return of the Living Dead,Comedy Horror,female nudity crematorium nudity punk company,Clu Gulager James Karen Don Calfa Thom Mathews John Philbin,Dan O'Bannon,/14h57Khhp9hi11aJivH58u5tFyR.jpg
3443,Mallrats,Romance Comedy,sex game show slacker shopping mall,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,Kevin Smith,/bWzcRrAgCHIoTglSBt3N5BG5gS8.jpg
3444,Grease,Romance,flying car street gang running graduation musical,John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi Conn,Randal Kleiser,/koSWhCzMJfJOramu4KD0ZZifqpi.jpg
3445,Platoon,Drama War Action,famous score hero mine vietnam war village,Tom Berenger Charlie Sheen Willem Dafoe Forest Whitaker John C. McGinley,Oliver Stone,/8LdElajDZ56XA5Y8UiIbW624x14.jpg
3446,Fahrenheit 9/11,Documentary,usa president jihad saudi arabia war on terror iraq,Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie Wonder,Michael Moore,/afy6Jd8hPZdfKWreL4QJ1zHbECj.jpg
3447,Butch Cassidy and the Sundance Kid,History Drama Western Crime,wyoming historical figure loot sharing,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,George Roy Hill,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg
3448,Mary Poppins,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,Robert Stevenson,/prVH6SyQ6yDmzVxxkcr57zhLM5C.jpg
3449,Ordinary People,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet Walsh,Robert Redford,/kHnxJ34Ki936sPxPKotR7auZV4.jpg
3450,West Side Story,Crime Drama Music,slum street gang love at first sight showdown puerto rican,Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George Chakiris,Robert Wise,/bkahbHkwBSbIDtTm667Tu1ba2bu.jpg
3451,Caddyshack,Comedy,golf underwear sport golf course gopher,Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray,Harold Ramis,/3tqRm30c1Nbe82xvBOdRhYh0Uet.jpg
3452,The Brothers,Comedy Drama Romance,independent film track and field gangster rap,Morris Chestnut D. L. Hughley Bill Bellamy Shemar Moore Tatyana Ali,Gary Hardwick,/53nJUF7glpXU235vOVO9CMxKNRG.jpg
3453,The Wood,Comedy Drama Romance,,Omar Epps Richard T. Jones Taye Diggs Malinda Williams Sean Nelson,Rick Famuyiwa,/51iN6ZcIbSy1VJ2mJKEBN61Ipm1.jpg
3454,The Usual Suspects,Drama Crime Thriller,law relatives theft criminal criminal mastermind,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,Bryan Singer,/6CLV2HakYO1tyAV5GUHOeNPyaTd.jpg
3455,A Nightmare on Elm Street 5: The Dream Child,Horror Thriller,nun baby monster asylum nightmare,Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael Ashton,Stephen Hopkins,/vHgIvVAwo9rvmLzcCzecv76iz8L.jpg
3456,National Lampoon’s Van Wilder,Comedy Romance,male nudity female nudity sex college locker room,Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon Helberg,Walt Becker,/poJDkjwDvKVvQc4TIogw4jxItCk.jpg
3457,The Wrestler,Drama Romance,supermarket heart attack ambition daughter wrestling,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,Darren Aronofsky,/wcJmFsz8RqIhozMwvU81hreTX4i.jpg
3458,Duel in the Sun,Western,half breed,Jennifer Jones Joseph Cotten Gregory Peck Lionel Barrymore Herbert Marshall,King Vidor,/vI1vzw7bVKEq8x1e8zIXUFLzQP4.jpg
3459,Best in Show,Comedy,illinois pet shop poodle independent film mockumentary,Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene Levy,Christopher Guest,/itVxHnmzMJbfHhX3rbzCuyI9mfB.jpg
3460,Escape from New York,Science Fiction Action,taxi street gang usa president war veteran hostage,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,John Carpenter,/qcCo2yV6xoak7tMI9YfGSoJgxKW.jpg
3461,School Daze,Comedy Drama,musical,Samuel L. Jackson Laurence Fishburne Giancarlo Esposito Tisha Campbell-Martin Ossie Davis,Spike Lee,/qsTFN6jvj071EjVuEs1p3FX5ZRk.jpg
3462,Daddy Day Camp,Comedy Family,competition grandfather grandson relationship vomit summer camp toilet,Cuba Gooding Jr. Tamala Jones Paul Rae Lochlyn Munro Richard Gant,Fred Savage,/3l0rVX0SQWh8jhnJAQPrpZAbxUc.jpg
3463,Mr. Nice Guy,Crime Action Comedy,journalist martial arts cook drug dealer,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,Sammo Hung,/1LPVO3HArAPZQTDamAtmUFshIB4.jpg
3464,A Mighty Wind,Comedy Music,mockumentary folk singer,Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane Lynch,Christopher Guest,/e2JTL58CsHrq69tRuW98KjDqfM.jpg
3465,Mystic Pizza,Comedy Drama Romance,independent film commitment lobster portuguese american,Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. Moses,Donald Petrie,/czGSXzONlaJNntsWR4t1elodavq.jpg
3466,Sliding Doors,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara Turner,Peter Howitt,/1dApwEEMrk7QnUb1EpyYWrG6nRh.jpg
3467,Tales from the Hood,Crime Horror Thriller,prison child abuse ku klux klan police brutality ghetto,Clarence Williams III Corbin Bernsen David Alan Grier Wings Hauser Duane Whitaker,Rusty Cundieff,/oGOxyppJeOElQtCIltDSQZENOb0.jpg
3468,The Last King of Scotland,Drama,dictator 1970s general kidnapping naivety,Forest Whitaker James McAvoy Simon McBurney Gillian Anderson Kerry Washington,Kevin Macdonald,/tO40eTUxPoKrmMKBDWViA9pVYg3.jpg
3469,Halloween 5: The Revenge of Michael Myers,Horror Thriller,sheriff barn black sequel boogeyman,Donald Pleasence Danielle Harris Ellie Cornell Beau Starr Don Shanks,Dominique Othenin-Girard,/AbxX6yknCzrS2Uu67IN4HVbqKez.jpg
3470,Bernie,Comedy Crime Drama,prison visit funeral director funeral home amateur theater embezzlement,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman Tommy G. Kendrick,Richard Linklater,/xod6vFO6mimq4FHKMF61eR7nEBQ.jpg
3471,Dolphins and Whales: Tribes of the Ocean,Documentary,dolphin whale killer whale imax 3d,Daryl Hannah Charlotte Rampling,Jean-Jacques Mantello,
3472,Pollock,Drama Romance,artist success relationship problems alcoholism independent film,Ed Harris Marcia Gay Harden Tom Bower Jennifer Connelly Bud Cort,Ed Harris,/7me6Tp9o8K0KVrtVbq0U4FeBvkq.jpg
3473,200 Cigarettes,Comedy Drama Romance,new year's eve independent film relationship woman director lower east side,Ben Affleck Casey Affleck Dave Chappelle Kate Hudson Janeane Garofalo,Risa Bramon Garcia,/xBBvAuuC5QtlVWQ4OzhawVohmFQ.jpg
3474,The Words,Drama Thriller,plagiarized book stolen novel plagiarized novel aspiring writer,Bradley Cooper Zoe Saldana Jeremy Irons Dennis Quaid Olivia Wilde,Brian Klugman,/b0GGZbLB7P9r4klx1wUcz77WzE6.jpg
3475,Casa De Mi Padre,Comedy Western,mexico organized crime drug lord padre aftercreditsstinger,Will Ferrell Gael Garc\u00eda Bernal G\u00e9nesis Rodr\u00edguez Diego Luna Efren Ramirez,Matt Piedmont,/3F3RjRaMYe3N5nTbxdZddFcnrxh.jpg
3476,City Island,Drama Comedy,secret fetishism stripper family secrets convict,Andy Garc\u00eda Julianna Margulies Steven Strait Dominik Garc\u00eda-Lorido Ezra Miller,Raymond De Felitta,/vy0vzHqPF4PsEip4IF4zwhKNy4P.jpg
3477,The Guard,Action Comedy Thriller Crime,prostitute blackmail drug smuggle rural ireland dry humour,Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina Cas,John Michael McDonagh,/pw1ChCIslflHkLLq135yJWPg77H.jpg
3478,College,Comedy,sexuality college girlfriend vomit celebration,Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy Talley,Deb Hagan,/geuDBT7for76MkmeyO1yN7Y7YxG.jpg
3479,The Virgin Suicides,Drama Romance,michigan 1970s youth family woman director,James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Par\u00e9,Sofia Coppola,/6b6UpsOXmjO8mJKYsGTG9HW49CN.jpg
3480,Little Voice,Comedy Drama,parents kids relationship voice loneliness independent film singer,Brenda Blethyn Michael Caine Ewan McGregor Jane Horrocks Jim Broadbent,Mark Herman,/gcEqNLvz2spC2HdpVNb0k5s7yXU.jpg
3481,Miss March,Comedy Romance,sex first time virgin road trip playboy,Zach Cregger Trevor Moore Raquel Alessi Craig Robinson Molly Stanton,Zach Cregger,/xOjjA1V5J6Pd171IgXS97w3m1HP.jpg
3482,Wish I Was Here,Drama Comedy,jew independent film homeschooling family struggling actor,Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison,Zach Braff,/hhwSWhrHZXDnyspusseToVCuu8.jpg
3483,Simply Irresistible,Comedy,restaurant department store kitchen love crab,Sarah Michelle Gellar Sean Patrick Flanery Dylan Baker Patricia Clarkson Lawrence Gilliard Jr.,Mark Tarlov,/i8zxYuWijVYxIbcY3wBtzue7w1t.jpg
3484,Hedwig and the Angry Inch,Comedy Music,transvestism gay sex singer transgender,John Cameron Mitchell Miriam Shor Stephen Trask Theodore Liscinski Rob Campbell,John Cameron Mitchell,/uY5EB9VIX8lT03MdYcR9DzlhEGM.jpg
3485,Only the Strong,Action,,Mark Dacascos Geoffrey Lewis Stacey Travis Paco Christian Prieto Todd Susman,Sheldon Lettich,/pv14044BvwTzLaGxvseDDtrR96J.jpg
3486,Goddess of Love,Mystery Drama Thriller Horror,,Alexis Kendra Elizabeth Sandy Monda Scott Woody Naismith Ray Grady,Jon Knautz,
3487,Shattered Glass,Drama History,,Hayden Christensen Peter Sarsgaard Chlo\u00eb Sevigny Rosario Dawson Melanie Lynskey,Billy Ray,/u4OUSKeFwuP1z42dL58Mi0LYwIg.jpg
3488,Novocaine,Comedy Crime Thriller,murder independent film drug dentist,Chelcie Ross Steve Martin Laura Dern Lynne Thigpen Polly Noonan,David Atkins,/ooXpv2GAIvBaYA48K3ZOLJlBnRt.jpg
3489,The Business of Strangers,Drama Thriller,rape sex airport authority assistant,Julia Stiles Stockard Channing Frederick Weller Marcus Giamatti Jack Hallett,Patrick Stettner,
3490,The Wild Bunch,Adventure Western,underdog robbery bounty hunter texas mexican revolution,William Holden Ernest Borgnine Robert Ryan Edmond O'Brien Warren Oates,Sam Peckinpah,/uNbsH45P4oKo2ZL4X1SNxBSTcZW.jpg
3491,The Wackness,Drama,coming of age marijuana summer,Ben Kingsley Famke Janssen Josh Peck Olivia Thirlby Mary-Kate Olsen,Jonathan Levine,/5GlBEqiG0vpnnRWc7Vi5O4ao6Yi.jpg
3492,The First Great Train Robbery,Thriller Adventure Drama Crime,public hanging strongbox gold theft british history historic figure,Sean Connery Donald Sutherland Lesley-Anne Down Alan Webb Malcolm Terris,Michael Crichton,/hxQch7RR2nheUqIGjgUvB1onYN6.jpg
