,title,genres,keywords,cast,director,images
3232,Pulp Fiction,Thriller Crime,transporter brothel drug dealer boxer massage,John Travolta Samuel L. Jackson Uma Thurman Bruce Willis Ving Rhames,Quentin Tarantino, 
3233,The Muppet Movie,Adventure Comedy Family,chicken musical frog puppet fame,Jim Henson Frank Oz Jerry Nelson Richard Hunt Dave Goelz,James Frawley, 
3234,Nightcrawler,Crime Drama Thriller,journalism underground tv station sociopath home invasion,Jake Gyllenhaal Rene Russo Riz Ahmed Bill Paxton Kevin Rahm,Dan Gilroy, 
3235,Club Dread,Comedy Horror,island machete beautiful woman serial killer murder hunt,Kevin Heffernan Jay Chandrasekhar Paul Soter Erik Stolhanske Tanja Reichert,Jay Chandrasekhar, 
3236,The Sound of Music,Drama Family Music Romance,resistance austria world war ii musical music competition,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood,Robert Wise, 
3237,Splash,Comedy Fantasy Romance,bachelor mermaid,Tom Hanks Daryl Hannah Eugene Levy John Candy Dody Goodman,Ron Howard, 
3238,Little Miss Sunshine,Comedy Drama,california brother sister relationship wife husband relationship family's daily life oscar award,Greg Kinnear Toni Collette Steve Carell Paul Dano Abigail Breslin,Jonathan Dayton, 
3239,Stand by Me,Crime Drama,based on novel friendship coming of age railroad track story within the story,Wil Wheaton River Phoenix Corey Feldman Jerry O'Connell Kiefer Sutherland,Rob Reiner, 
3240,28 Days Later,Horror Thriller Science Fiction,london england manchester city submachine gun gas station survivor,Cillian Murphy Naomie Harris Noah Huntley Christopher Dunne Emma Hitching,Danny Boyle, 
3241,You Got Served,Drama,hip-hop dance performance dance breakdance musical,Marques Houston Omarion J-Boog Lil' Fizz Raz B,Chris Stokes, 
3242,Escape from Alcatraz,Crime Drama,prison based on novel island mouse alcatraz,Clint Eastwood Patrick McGoohan Roberts Blossom Jack Thibeau Fred Ward,Don Siegel, 
3243,Brown Sugar,Comedy Romance,,Sanaa Lathan Taye Diggs Yasiin Bey Queen Latifah Nicole Ari Parker,Rick Famuyiwa, 
3244,A Thin Line Between Love and Hate,Comedy Thriller Crime Romance,revenge african american dating,Lynn Whitfield Martin Lawrence Regina King Della Reese Bobby Brown,Martin Lawrence, 
3245,50/50,Comedy Drama,painter father son relationship therapist cancer psychologist,Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard Anjelica Huston,Jonathan Levine, 
3246,Shutter,Horror Mystery Thriller,japan suicide photographer honeymoon nightmare,Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro,Masayuki Ochiai, 
3247,That Awkward Moment,Comedy Romance,male friendship friendship dating relationship duringcreditsstinger,Zac Efron Miles Teller Michael B. Jordan Imogen Poots Mackenzie Davis,Tom Gormican, 
3248,Modern Problems,Comedy,,Chevy Chase Patti D'Arbanville Dabney Coleman Mary Kay Place Nell Carter,Ken Shapiro, 
3249,Kicks,Adventure,blow job cigarette smoking illegal drugs smoking weed shoes,Mahershala Ali Kofi Siriboe Christopher Meyer Natalie Stephany Aguilar Christopher Jordan Wallace,Justin Tipping, 
3250,Much Ado About Nothing,Drama Comedy Romance,shakespeare bachelor new love rage and hate lover,Kenneth Branagh Richard Briers Michael Keaton Robert Sean Leonard Keanu Reeves,Kenneth Branagh, 
3251,On Her Majesty's Secret Service,Adventure Action Thriller,london england suicide england switzerland secret identity,George Lazenby Diana Rigg Telly Savalas Gabriele Ferzetti Ilse Steppat,Peter R. Hunt, 
3252,New Nightmare,Horror Thriller Mystery Fantasy,fire kidnapping nightmare earthquake insomnia,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven, 
3253,Drive Me Crazy,Drama Comedy Romance Family,high school prom next door neighbor,Melissa Joan Hart Stephen Collins Adrian Grenier Susan May Pratt Ali Larter,John Schultz, 
3254,Akeelah and the Bee,Drama,black people spelling spelling bee,Keke Palmer Laurence Fishburne Angela Bassett Curtis Armstrong J.R. Villarreal,Doug Atchison, 
3255,Half Baked,Comedy Crime,smoking company marijuana drug woman director,Dave Chappelle Tommy Chong Harland Williams Guillermo D\u00edaz Jim Breuer,Tamra Davis, 
3256,New in Town,Comedy,minnesota small town economy plants vegetarian,Ren\u00e9e Zellweger Harry Connick Jr. J.K. Simmons Siobhan Fallon Mike O'Brien,Jonas Elmer, 
3257,American Psycho,Thriller Drama Crime,based on novel wall street psychopath white collar harvard business school,Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis,Mary Harron, 
3258,The Good Girl,Drama Comedy Romance,suicide sex jealousy dream blackmail,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel John C. Reilly Deborah Rush,Miguel Arteta, 
3259,Bon Cop Bad Cop,Action Comedy Crime,canada police murder killer buddy cop,Patrick Huard Colm Feore Michel Beaudry Patrice B\u00e9langer Hugolin Chevrette-Landesque,Erik Canuel, 
3260,The Boondock Saints II: All Saints Day,Action Thriller Crime,boston sheep friendship sequel revenge,Sean Patrick Flanery Norman Reedus Billy Connolly Clifton Collins Jr Julie Benz,Troy Duffy, 
3261,The City of Your Final Destination,Drama,based on novel uruguay,Nicholas Blandullo Sofia Viruboff Omar Metwally Alexandra Maria Lara Charlotte Gainsbourg,James Ivory, 
3262,Enough Said,Comedy Drama Romance,masseuse thanksgiving party romance mother daughter relationship,Julia Louis-Dreyfus Catherine Keener James Gandolfini Toni Collette Ben Falcone,Nicole Holofcener, 
3263,Easy A,Comedy,lie high school school teen movie rumor,Emma Stone Stanley Tucci Amanda Bynes Cam Gigandet Lisa Kudrow,Will Gluck, 
3264,The Inkwell,Comedy Drama Romance,,Larenz Tate Joe Morton Suzzanne Douglas Glynn Turman Vanessa Bell Calloway,Matty Rich, 
3265,Shadow of the Vampire,Drama Horror,film director dracula \u00a0nosferatu,John Malkovich Willem Dafoe Udo Kier Cary Elwes Catherine McCormack,E. Elias Merhige, 
3266,Prom,Comedy,single parent waitress fountain friendship high school,Aimee Teegarden Thomas McDonell Nicholas Braun Faith Ford Danielle Campbell,Joe Nussbaum, 
3267,The Pallbearer,Comedy Romance,independent film mistaken identity,David Schwimmer Gwyneth Paltrow Michael Rapaport Toni Collette Carol Kane,Matt Reeves, 
3268,Held Up,Comedy,,Jamie Foxx Nia Long Barry Corbin John Cullum Jake Busey,Steve Rash, 
3269,Woman on Top,Comedy Drama Romance,woman director,Pen\u00e9lope Cruz Murilo Benicio Mark Feuerstein John de Lancie Anne Ramsay,Fina Torres, 
3270,Howards End,Drama Romance,based on novel sister sister relationship empowerment sister turn of the century,Vanessa Redgrave Helena Bonham Carter Emma Thompson Prunella Scales Anthony Hopkins,James Ivory, 
3271,Anomalisa,Animation Comedy Drama Romance,sex depression existentialism,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman, 
3272,Another Year,Comedy Drama,jealousy cooking garden funeral season,Jim Broadbent Lesley Manville Ruth Sheen Oliver Maltman Peter Wight,Mike Leigh, 
3273,8 Women,Comedy Thriller Music Crime Mystery,upper class women father murder daughter maid,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon, 
3274,Showdown in Little Tokyo,Action Thriller,yakuza los angeles samurai sword,Dolph Lundgren Brandon Lee Cary-Hiroyuki Tagawa Tia Carrere Philip Tan,Mark L. Lester, 
3275,Clay Pigeons,Comedy Crime Drama Thriller,small town fbi widow murder independent film,Joaquin Phoenix Vince Vaughn Janeane Garofalo Gregory Sporleder Georgina Cates,David Dobkin, 
3276,It's Kind of a Funny Story,Comedy Drama,suicide depression independent film coming of age teen movie,Keir Gilchrist Emma Roberts Zach Galifianakis Viola Davis Zo\u00eb Kravitz,Ryan Fleck, 
3277,Made in Dagenham,Comedy Drama History,machinist aftercreditsstinger duringcreditsstinger equal pay discrimination,Sally Hawkins Bob Hoskins Miranda Richardson Geraldine James Simon Nehan,Nigel Cole, 
3278,When Did You Last See Your Father?,Drama,father son relationship memory hospital confrontation family,Jim Broadbent Colin Firth Juliet Stevenson Gina McKee Sarah Lancashire,Anand Tucker, 
3279,Prefontaine,Drama Romance,oregon olympic games sport runner,Jared Leto R. Lee Ermey Ed O'Neill Breckin Meyer Lindsay Crouse,Steve James, 
3280,The Wicked Lady,Drama Adventure,highwayman,Faye Dunaway John Gielgud Denholm Elliott Alan Bates Prunella Scales,Michael Winner, 
3281,The Secret of Kells,Animation Family Fantasy,barbarian underwater trapped sea monster woman director,Evan McGuire Christen Mooney Brendan Gleeson Mick Lally Liam Hourican,Tomm Moore, 
3282,Begin Again,Comedy Music Romance Drama,,Mark Ruffalo Keira Knightley Adam Levine Hailee Steinfeld Catherine Keener,John Carney, 
3283,Down in the Valley,Drama Romance,indian territory beach stetson san fernando valley strange person,Edward Norton Evan Rachel Wood David Morse Rory Culkin Bruce Dern,David Jacobson, 
3284,Brooklyn Rules,Drama Action Thriller,,Alec Baldwin Paulo Araujo Daniel Tay Ty Thomas Reed Brian O'Neill,Michael Corrente, 
3285,Restless,TV Movie Romance Drama,spy war british secret service,Hayley Atwell Rufus Sewell Michelle Dockery Michael Gambon Charlotte Rampling,Edward Hall, 
3286,The Singing Detective,Comedy Music Mystery Crime,,Robert Downey Jr. Robin Wright Mel Gibson Jeremy Northam Katie Holmes,Keith Gordon, 
3287,The Land Girls,Drama Romance War,,Catherine McCormack Rachel Weisz Anna Friel Paul Bettany Steven Mackintosh,David Leland, 
3288,Fido,Romance Comedy Drama Horror,vororte black humor satire dark comedy gore,Billy Connolly Carrie-Anne Moss Dylan Baker Kesun Loder Henry Czerny,Andrew Currie, 
3289,The Wendell Baker Story,Comedy Drama Romance,con man release from prison independent film,Luke Wilson Eva Mendes Jacob Vargas Owen Wilson Kris Kristofferson,Luke Wilson, 
3290,Wild Target,Action Comedy,london england mother robbery detective assassin,Bill Nighy Emily Blunt Rupert Grint Rupert Everett Eileen Atkins,Jonathan Lynn, 
3291,Pathology,Crime Horror Thriller,female nudity pathology student of medicine extortion drug use,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,Marc Sch\u00f6lermann, 
3292,Wuthering Heights,Drama,woman director,Tom Hardy Charlotte Riley Andrew Lincoln Sarah Lancashire Burn Gorman,Coky Giedroyc, 
3293,10th & Wolf,Action Crime Drama Mystery Thriller,undercover mafia mobster crime family,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco, 
3294,Dear Wendy,Comedy Crime Drama Romance,underdog secret society friendship pistol self esteem,Jamie Bell Bill Pullman Michael Angarano Danso Gordon Alison Pill,Thomas Vinterberg, 
3295,Aloft,Drama,new age woman director healer,Jennifer Connelly M\u00e9lanie Laurent Cillian Murphy William Shimell Zen McGrath,Claudia Llosa, 
3296,Akira,Science Fiction Animation,saving the world total destruction megacity street gang underground,Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,Katsuhiro \u014ctomo, 
3297,The Death and Life of Bobby Z,Drama Action Thriller Crime,vineyard rifle drug trade violence shot in the stomach,Paul Walker Laurence Fishburne Olivia Wilde Jason Lewis Michael Bowen,John Herzfeld, 
3298,The Rocket: The Legend of Rocket Richard,Drama,quebec sport ice hockey hockey player montreal canadiens,Roy Dupuis Michel Barrette R\u00e9my Girard Tony Calabretta Sean Avery,Charles Binam\u00e9, 
3299,Swelter,Action Drama Thriller,,Jean-Claude Van Damme Brad Carter Josh Henderson Alfred Molina Lennie James,Keith Parmer, 
3300,My Lucky Star,Comedy Romance,hong kong macau woman director,Zhang Ziyi Leehom Wang Ruby Lin Yao Chen Ada Choi,Dennie Gordon, 
3301,Imagine Me & You,Drama Comedy Romance,london england flower shop homosexuality lesbian lgbt,Piper Perabo Lena Headey Matthew Goode Celia Imrie Darren Boyd,Ol Parker, 
3302,Mr. Church,Drama,cook friendship,Eddie Murphy Britt Robertson Natascha McElhone Xavier Samuel Lucy Fry,Bruce Beresford, 
3303,Swimming Pool,Thriller Crime,london england female nudity women countryside based on novel,Charlotte Rampling Ludivine Sagnier Charles Dance Jean-Marie Lamour Marc Fayolle,Fran\u00e7ois Ozon, 
3304,Green Street Hooligans: Underground,Action Drama,,Scott Adkins Joey Ansah Kacey Clarke Mark Wingett Roberta Taylor,James Nunn, 
3305,The Blood of Heroes,Action Adventure Science Fiction,martial arts post-apocalyptic sport revenge independent film,Rutger Hauer Joan Chen Delroy Lindo Anna Katarina Vincent D'Onofrio,David Webb Peoples, 
3306,Code of Honor,Action Crime Thriller,,Steven Seagal Craig Sheffer Louis Mandylor Helena Mattsson Griff Furst,Michael Winnick, 
3307,Driving Miss Daisy,Comedy Drama,individual black people chauffeur atlanta widow,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone Esther Rolle,Bruce Beresford, 
3308,Soul Food,Comedy Drama,sister family relationships unity,Vivica A. Fox Nia Long Michael Beach Mekhi Phifer Brandon Hammond,"George Tillman, Jr.", 
3309,Rumble in the Bronx,Crime Action Comedy Thriller,new york martial arts supermarket gang war disabled child,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,Stanley Tong, 
3310,Far from Men,Drama War,fire classroom hostage rain horse,Viggo Mortensen Reda Kateb Djemel Barek Vincent Martin Nicolas Giraud,David Oelhoffen, 
3311,Thank You for Smoking,Comedy Drama,father son relationship capitalism based on novel smoking lie,Aaron Eckhart Maria Bello Cameron Bright Adam Brody Sam Elliott,Jason Reitman, 
3312,Hostel: Part II,Horror,prague bratislava castration ladies' man student,Lauren German Bijou Phillips Heather Matarazzo Richard Burgi Roger Bart,Eli Roth, 
3313,An Education,Drama Romance,adolescence age difference self-discovery coming of age love affair,Carey Mulligan Olivia Williams Peter Sarsgaard Alfred Molina Cara Seymour,Lone Scherfig, 
3314,Shopgirl,Comedy Drama Romance,salesclerk,Steve Martin Claire Danes Jason Schwartzman Bridgette Wilson Frances Conroy,Anand Tucker, 
3315,The Hotel New Hampshire,Comedy Drama,suicide bomb prostitute rape sex,Rob Lowe Jodie Foster Paul McCrane Beau Bridges Seth Green,Tony Richardson, 
3316,Narc,Action Crime Drama Thriller,assertion investigation internal affairs narcotics cop,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan, 
3317,Men with Brooms,Comedy,sport,Paul Gross Molly Parker Leslie Nielsen Polly Shannon Peter Outerbridge,Paul Gross, 
3318,Witless Protection,Action Adventure Comedy Crime,,Larry the Cable Guy Ivana Mili\u010devi\u0107 Jenny McCarthy Yaphet Kotto Peter Stormare,Charles Robert Carner, 
3319,The Work and the Glory,Drama Romance,,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Tiffany Dupont,Russell Holt, 
3320,Extract,Comedy,infidelity con man thief independent film business,Jason Bateman Mila Kunis Kristen Wiig Ben Affleck J.K. Simmons,Mike Judge, 
3321,Masked and Anonymous,Drama Music,journalist musical concert independent film,Bob Dylan Jeff Bridges Pen\u00e9lope Cruz John Goodman Jessica Lange,Larry Charles, 
3322,Betty Fisher and Other Stories,Drama Thriller Crime Foreign,,Sandrine Kiberlain Nicole Garcia Mathilde Seigner Luck Mervil St\u00e9phane Freiss,Claude Miller, 
3323,Code 46,Drama Romance Science Fiction Thriller,seattle shanghai future insurance salesman dystopia,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom, 
3324,Outside Bet,Comedy,racehorse,Bob Hoskins Jenny Agutter Phil Davis Vincent Regan Calum MacNab,Sacha Bennett, 
3325,Albert Nobbs,Drama,butler dublin maid,Glenn Close Mia Wasikowska Aaron Taylor-Johnson Pauline Collins Brendan Gleeson,Rodrigo Garc\u00eda, 
3326,Black November,Drama Action Crime,,Razaaq Adoti Sarah Wayne Callies Mickey Rourke Kim Basinger Anne Heche,Jeta Amata, 
3327,Ta Ra Rum Pum,Family Comedy Romance,new york from rags to riches family relationships bollywood racer,Saif Ali Khan Rani Mukerji Angelina Idnani Angelina Idnani Master Ali Haji,Siddharth Anand, 
3328,Persepolis,Animation Drama,civil war parents kids relationship 1970s puberty totalitarian regime,Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,Vincent Paronnaud, 
3329,The Hole,Thriller Adventure Fantasy,basement hole little brother,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,Joe Dante, 
3330,The Wave,Drama Thriller,dictator trainer classroom fascism group dynamics,J\u00fcrgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich Christiane Paul,Dennis Gansel, 
3331,The Neon Demon,Thriller Horror,model,Elle Fanning Karl Glusman Jena Malone Bella Heathcote Abbey Lee,Nicolas Winding Refn, 
3332,Harry Brown,Thriller Crime Drama Action,self-defense widower,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber, 
3333,The Omega Code,Horror Thriller,bible suspense biblical code revelation (book),Casper Van Dien Michael York Catherine Oxenberg Michael Ironside Jan T\u0159\u00edska,Robert Marcarelli, 
3334,Juno,Comedy Drama Romance,sexuality becoming an adult puberty first time oscar award,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman, 
3335,Pound of Flesh,Action,,Jean-Claude Van Damme John Ralston Darren Shahlavi Aki Aleong Jason Tobin,Ernie Barbarash, 
3336,Diamonds Are Forever,Adventure Action Thriller,spy fight secret organization satellite secret agent,Sean Connery Jill St. John Charles Gray Lana Wood Jimmy Dean,Guy Hamilton, 
3337,The Godfather,Drama Crime,italy love at first sight loss of father patriarch organized crime,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall,Francis Ford Coppola, 
3338,Flashdance,Drama Music Romance,dancing dance locksmith welder,Jennifer Beals Michael Nouri Lilia Skala Kyle T. Heffner Sunny Johnson,Adrian Lyne, 
3339,(500) Days of Summer,Comedy Drama Romance,date sex jealousy fight architect,Joseph Gordon-Levitt Zooey Deschanel Chlo\u00eb Grace Moretz Geoffrey Arend Matthew Gray Gubler,Marc Webb, 
3340,The Piano,Drama Romance,love triangle scotland mother adultery sexuality,Holly Hunter Harvey Keitel Sam Neill Anna Paquin Cliff Curtis,Jane Campion, 
3341,Magic Mike,Drama Comedy,dancing florida strip club male stripper novice,Channing Tatum Matthew McConaughey Alex Pettyfer Cody Horn Olivia Munn,Steven Soderbergh, 
3342,Darkness Falls,Thriller Horror,witch loss of mother small town death penalty lighthouse,Chaney Kley Emma Caulfield Lee Cormie Grant Piro Sullivan Stapleton,Jonathan Liebesman, 
3343,Live and Let Die,Adventure Action Thriller,london england new york bomb england spy,Roger Moore Yaphet Kotto Jane Seymour Clifton James Julius Harris,Guy Hamilton, 
3344,My Dog Skip,Comedy Drama Family,mississippi childhood memory dog,Frankie Muniz Diane Lane Kevin Bacon Luke Wilson Chaon Cross,Jay Russell, 
3345,"Definitely, Maybe",Comedy Romance,lovesickness love of one's life narration lovers kiss,Ryan Reynolds Abigail Breslin Elizabeth Banks Isla Fisher Rachel Weisz,Adam Brooks, 
3346,Jumping the Broom,Comedy,african american wedding class differences martha's vineyard,Paula Patton Julie Bowen Meagan Good Mike Epps Angela Bassett,Salim Akil, 
3347,"Good Night, and Good Luck.",Drama History,telecaster communist political activism tv show politician,David Strathairn Jeff Daniels Alex Borstein Rose Abdoo Dianne Reeves,George Clooney, 
3348,Capote,Crime Drama,gay self-fulfilling prophecy based on novel journalism identity,Philip Seymour Hoffman Allie Mickelson Craig Archibald Bronwen Coleman Kate Shindle,Bennett Miller, 
3349,Desperado,Thriller Action Crime,gunslinger anti terror ambush mexico showdown,Antonio Banderas Salma Hayek Joaquim de Almeida Cheech Marin Steve Buscemi,Robert Rodriguez, 
3350,Logan's Run,Adventure Action Romance Science Fiction,female nudity killer robot nudity utopia teleportation,Michael York Richard Jordan Jenny Agutter Roscoe Lee Browne Farrah Fawcett,Michael Anderson, 
3351,The Man with the Golden Gun,Adventure Action Thriller,london england england martial arts assassin exotic island,Roger Moore Christopher Lee Britt Ekland Maud Adams Herv\u00e9 Villechaize,Guy Hamilton, 
3352,Action Jackson,Action Adventure Comedy Crime Drama,showdown suspicion of murder boxer suspension organized crime,Carl Weathers Craig T. Nelson Vanity Sharon Stone Thomas F. Wilson,Craig R. Baxley, 
3353,The Descent,Adventure Horror,mutant expedition cave darkness rope,Shauna Macdonald Natalie Mendoza Alex Reid Saskia Mulder MyAnna Buring,Neil Marshall, 
3354,Michael Jordan to the Max,Documentary,sport,Michael Jordan Phil Jackson Bob Costas Bill Murray Laurence Fishburne,James D. Stern, 
3355,Devil's Due,Horror,found footage,Allison Miller Zach Gilford Sam Anderson Robert Belushi Catherine Kresge,Matt Bettinelli-Olpin, 
3356,Flirting with Disaster,Comedy Romance,lsd looking for  birth parents half-brother independent film,Ben Stiller Patricia Arquette T\u00e9a Leoni Mary Tyler Moore Alan Alda,David O. Russell, 
3357,The Devil's Rejects,Drama Horror Crime,sadistic killing fire sheriff bounty hunter,Sid Haig Bill Moseley Sheri Moon Zombie William Forsythe Ken Foree,Rob Zombie, 
3358,Dope,Crime Drama Comedy,california hip-hop harvard university geek coming of age,Shameik Moore Kiersey Clemons Tony Revolori Zo\u00eb Kravitz Chanel Iman,Rick Famuyiwa, 
3359,In Too Deep,Drama Action Thriller Crime,,Omar Epps LL Cool J Nia Long Stanley Tucci Hill Harper,Michael Rymer, 
3360,House of 1000 Corpses,Horror,upper class halloween psychopath urban legend youth,Sid Haig Bill Moseley Sheri Moon Zombie Karen Black Erin Daniels,Rob Zombie, 
3361,Alien Zone,Horror Action Thriller Science Fiction,,John Ericson Ivor Francis Judith Novgrod Burr DeBenning Charles Aidman,Sharron Miller, 
3362,A Serious Man,Comedy Drama,professor dark comedy telephone call aftercreditsstinger 1960s,Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff,Joel Coen, 
3363,Get Low,Comedy Drama Mystery,independent film,Bill Murray Sissy Spacek Robert Duvall Lucas Black Bill Cobbs,Aaron Schneider, 
3364,Warlock,Adventure Comedy Fantasy Horror,witch cemetery magic time travel aging,Julian Sands Lori Singer Richard E. Grant Mary Woronov Kevin O'Brien,Steve Miner, 
3365,Beyond the Lights,Romance Drama,talent success musician woman director,Gugu Mbatha-Raw Nate Parker Minnie Driver Machine Gun Kelly Danny Glover,Gina Prince-Bythewood, 
3366,A Single Man,Drama Romance,gay based on novel suicidal death of lover teacher student relationship,Colin Firth Julianne Moore Nicholas Hoult Matthew Goode Jon Kortajarena,Tom Ford, 
3367,The Last Temptation of Christ,Drama,christianity traitor jesus christ roman crucifixion,Willem Dafoe Harvey Keitel Barbara Hershey David Bowie Harry Dean Stanton,Martin Scorsese, 
3368,Outside Providence,Romance Comedy Drama,suicide sex sexuality college police,Shawn Hatosy Amy Smart Alec Baldwin Jon Abrahams Richard Jenkins,Michael Corrente, 
3369,Bride & Prejudice,Drama Comedy Music Romance,indian lead bollywood modern day adaptation pride & prejudice woman director,Aishwarya Rai Bachchan Martin Henderson Naveen Andrews Daniel Gillies Indira Varma,Gurinder Chadha, 
3370,Rabbit-Proof Fence,Adventure Drama Action History,child abuse sister sister relationship prosecution australia approved school ,Everlyn Sampi Tianna Sansbury Laura Monaghan Kenneth Branagh David Gulpilil,Phillip Noyce, 
3371,Who's Your Caddy?,Comedy,sport,Mick Partridge Big Boi Sherri Shepherd Lil Wayne Andy Milonakis,Don Michael Paul, 
3372,Split Second,Thriller Action Horror Science Fiction Crime,flooding futuristic police detective,Rutger Hauer Kim Cattrall Michael J. Pollard Alastair Duncan Alun Armstrong,Tony Maylam, 
3373,The Other Side of Heaven,Action Adventure Drama Family,based on novel biography,Christopher Gorham Anne Hathaway Joe Folau Miriama Smith,Mitch Davis, 
3374,Veer-Zaara,Drama Romance,love of one's life pilot class society pakistan india,Shah Rukh Khan Preity Zinta Rani Mukerji Amitabh Bachchan Hema Malini,Yash Chopra, 
3375,Redbelt,Drama,film making film producer video surveillance sport interracial marriage,Chiwetel Ejiofor Tim Allen Alice Braga Jose Pablo Cantillo Randy Couture,David Mamet, 
3376,Cyrus,Comedy Drama Romance,mumblecore,John C. Reilly Jonah Hill Marisa Tomei Catherine Keener Matt Walsh,Jay Duplass, 
3377,A Dog Of Flanders,Drama Family,,Jack Warden Jeremy James Kissner Jesse James Jon Voight Cheryl Ladd,Kevin Brodie, 
3378,Auto Focus,Drama Crime,male nudity adultery based on novel infidelity tv show,Greg Kinnear Willem Dafoe Rita Wilson Maria Bello Ron Leibman,Paul Schrader, 
3379,Factory Girl,Drama,new york alcohol sex infidelity nudity,Sienna Miller Guy Pearce Hayden Christensen Mena Suvari Jimmy Fallon,George Hickenlooper, 
3380,We Need to Talk About Kevin,Drama Thriller,suburb violence killing spree prison visit guinea pig,John C. Reilly Tilda Swinton Ezra Miller Siobhan Fallon Jasper Newell,Lynne Ramsay, 
3381,The Christmas Candle,Drama Family,angel miracle village christian candle,Hans Matheson Samantha Barks Lesley Manville Sylvester McCoy James Cosmo,John Stephenson, 
3382,The Mighty Macs,Action Drama,sport catholic mother superior catholic school convent school,Carla Gugino Ellen Burstyn Marley Shelton David Boreanaz Jennifer Butler,Tim Chambers, 
3383,Losin' It,Comedy,male nudity female nudity mexico prostitute nudity,"Tom Cruise Jackie Earle Haley John Stockwell John P. Navin, Jr. Shelley Long",Curtis Hanson, 
3384,Mother and Child,Drama Romance,adoptive mother nymphomaniac mother daughter relationship,Naomi Watts Samuel L. Jackson Annette Bening Carla Gallo Kerry Washington,Rodrigo Garc\u00eda, 
3385,March or Die,Action Adventure Drama War,gypsy middle east foreign legion wilderness archaeologist,Gene Hackman Terence Hill Catherine Deneuve Ian Holm Jack O'Halloran,Dick Richards, 
3386,The Visitors,Fantasy Comedy Science Fiction,servant time travel clumsy fellow middle ages nobility,Jean Reno Val\u00e9rie Lemercier Christian Clavier Marie-Anne Chazel Christian Bujeau,Jean-Marie Poir\u00e9, 
3387,Somewhere,Comedy Drama,milan independent film luxury hotel man in towel\u00a0 woman director,Stephen Dorff Chris Pontius Erin Wasson Alexandra Williams Nathalie Fay,Sofia Coppola, 
3388,I Hope They Serve Beer in Hell,Comedy Drama,female nudity based on novel stripper flop dark comedy,Matt Czuchry Jesse Bradford Marika Dominczyk Traci Lords Geoff Stults,Bob Gosse, 
3389,Chairman of the Board,Comedy,inventor invention scandal,Scott 'Carrot Top' Thompson Courtney Thorne-Smith Larry Miller Jack Warden M. Emmet Walsh,Alex Zamm, 
3390,Hesher,Drama,loss of mother clerk grocery loss of relative loss of wife,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Audrey Wasilewski Frank Collison,Spencer Susser, 
3391,Dom Hemingway,Comedy Crime Drama,growing up money crime fatherhood,Jude Law Demi\u00e1n Bichir Richard E. Grant Matthew C. Martino Emilia Clarke,Richard Shepard, 
3392,Gerry,Mystery Drama Adventure,desperation highway wilderness getting lost friendship,Casey Affleck Matt Damon,Gus Van Sant, 
3393,The Heart of Me,Drama Romance,,Helena Bonham Carter Olivia Williams Paul Bettany Eleanor Bron Tom Ward,Thaddeus O'Sullivan, 
3394,Freeheld,Romance Drama,new jersey equality lesbian relationship cancer,Julianne Moore Ellen Page Steve Carell Michael Shannon Luke Grimes,Peter Sollett, 
3395,The Extra Man,Comedy,independent film woman director,Kevin Kline Paul Dano Katie Holmes John C. Reilly Dan Hedaya,Shari Springer Berman, 
3396,Hard to Be a God,Drama Science Fiction,,Leonid Yarmolnik Yuriy Tsurilo Natalya Moteva Aleksandr Chutko Aleksandr Ilin,Aleksey German, 
3397,Ca$h,Crime Thriller Comedy,independent film money,Sean Bean Chris Hemsworth Victoria Profeta Thampy Antony Mike Starr,Stephen Milburn Anderson, 
